site, Date, Precipitation, Condition
19U,3/7/2014,0.000,
19U,3/8/2014,1.350,
19U,3/9/2014,0.320,
19U,3/10/2014,0.720,
19U,3/11/2014,0.000,
19U,3/12/2014,0.010,
19U,3/13/2014,0.000,
19U,3/14/2014,0.370,
19U,3/15/2014,0.340,
19U,3/16/2014,1.440,
19U,3/17/2014,0.100,
19U,3/18/2014,0.000,
19U,3/19/2014,0.530,
19U,3/20/2014,0.000,
19U,3/21/2014,0.010,
19U,3/22/2014,0.000,
19U,3/23/2014,0.000,
19U,3/24/2014,0.000,
19U,3/25/2014,0.170,
19U,3/26/2014,0.130,
19U,3/27/2014,0.080,
19U,3/28/2014,0.500,
19U,3/29/2014,0.490,
19U,3/30/2014,0.010,
19U,3/31/2014,0.000,
19U,4/1/2014,0.000,
19U,4/2/2014,0.000,
19U,4/3/2014,0.150,
19U,4/4/2014,0.000,
19U,4/5/2014,0.150,
19U,4/6/2014,0.050,
19U,4/7/2014,0.000,
19U,4/8/2014,0.470,
19U,4/9/2014,0.010,
19U,4/10/2014,0.000,
19U,4/11/2014,0.010,
19U,4/12/2014,0.000,
19U,4/13/2014,0.010,
19U,4/14/2014,0.000,
19U,4/15/2014,0.090,
19U,4/16/2014,0.650,
19U,4/17/2014,0.540,
19U,4/18/2014,0.140,
19U,4/19/2014,0.520,
19U,4/20/2014,0.000,
19U,4/21/2014,0.140,
19U,4/22/2014,0.680,
19U,4/23/2014,0.200,
19U,4/24/2014,0.520,
19U,4/25/2014,0.010,
19U,4/26/2014,0.110,
19U,4/27/2014,0.050,
19U,4/28/2014,0.010,
19U,4/29/2014,0.000,
19U,4/30/2014,0.000,
19U,5/1/2014,0.000,
19U,5/2/2014,0.070,
19U,5/3/2014,0.360,
19U,5/4/2014,0.710,
19U,5/5/2014,0.920,
19U,5/6/2014,0.170,
19U,5/7/2014,0.010,
19U,5/8/2014,0.420,
19U,5/9/2014,0.090,
19U,5/10/2014,0.030,
19U,5/11/2014,0.010,
19U,5/12/2014,0.000,
19U,5/13/2014,0.000,
19U,5/14/2014,0.000,
19U,5/15/2014,0.000,
19U,5/16/2014,0.000,
19U,5/17/2014,0.000,
19U,5/18/2014,0.080,
19U,5/19/2014,0.010,
19U,5/20/2014,0.000,
19U,5/21/2014,0.000,
19U,5/22/2014,0.000,
19U,5/23/2014,0.150,
19U,5/24/2014,0.000,
19U,5/25/2014,0.260,
19U,5/26/2014,0.070,
19U,5/27/2014,0.000,
19U,5/28/2014,0.300,
19U,5/29/2014,0.000,
19U,5/30/2014,0.010,
19U,5/31/2014,0.000,
19U,6/1/2014,0.000,
19U,6/2/2014,0.000,
19U,6/3/2014,0.000,
19U,6/4/2014,0.000,
19U,6/5/2014,0.000,
19U,6/6/2014,0.000,
19U,6/7/2014,0.000,
19U,6/8/2014,0.000,
19U,6/9/2014,0.000,
19U,6/10/2014,0.000,
19U,6/11/2014,0.000,
19U,6/12/2014,0.260,
19U,6/13/2014,0.390,
19U,6/14/2014,0.160,
19U,6/15/2014,0.280,
19U,6/16/2014,0.100,
19U,6/17/2014,0.190,
19U,6/18/2014,0.000,
19U,6/19/2014,0.000,
19U,6/20/2014,0.050,
19U,6/21/2014,0.050,
19U,6/22/2014,0.000,
19U,6/23/2014,0.000,
19U,6/24/2014,0.000,
19U,6/25/2014,0.000,
19U,6/26/2014,0.000,
19U,6/27/2014,0.170,
19U,6/28/2014,0.040,
19U,6/29/2014,0.010,
19U,6/30/2014,0.010,
19U,7/1/2014,0.000,
19U,7/2/2014,0.000,
19U,7/3/2014,0.000,
19U,7/4/2014,0.000,
19U,7/5/2014,0.000,
19U,7/6/2014,0.010,
19U,7/7/2014,0.000,
19U,7/8/2014,0.000,
19U,7/9/2014,0.000,
19U,7/10/2014,0.000,
19U,7/11/2014,0.000,
19U,7/12/2014,0.000,
19U,7/13/2014,0.000,
19U,7/14/2014,0.000,
19U,7/15/2014,0.000,
19U,7/16/2014,0.000,
19U,7/17/2014,0.000,
19U,7/18/2014,0.000,
19U,7/19/2014,0.000,
19U,7/20/2014,0.080,
19U,7/21/2014,0.000,
19U,7/22/2014,0.010,
19U,7/23/2014,1.140,
19U,7/24/2014,0.020,
19U,7/25/2014,0.010,
19U,7/26/2014,0.000,
19U,7/27/2014,0.000,
19U,7/28/2014,0.000,
19U,7/29/2014,0.000,
19U,7/30/2014,0.000,
19U,7/31/2014,0.000,
19U,8/1/2014,0.000,
19U,8/2/2014,0.080,
19U,8/3/2014,0.000,
19U,8/4/2014,0.000,
19U,8/5/2014,0.000,
19U,8/6/2014,0.000,
19U,8/7/2014,0.000,
19U,8/8/2014,0.000,
19U,8/9/2014,0.000,
19U,8/10/2014,0.000,
19U,8/11/2014,0.020,
19U,8/12/2014,0.460,
19U,8/13/2014,0.740,
19U,8/14/2014,0.040,
19U,8/15/2014,0.020,
19U,8/16/2014,0.000,
19U,8/17/2014,0.000,
19U,8/18/2014,0.000,
19U,8/19/2014,0.000,
19U,8/20/2014,0.000,
19U,8/21/2014,0.000,
19U,8/22/2014,0.000,
19U,8/23/2014,0.000,
19U,8/24/2014,0.000,
19U,8/25/2014,0.000,
19U,8/26/2014,0.000,
19U,8/27/2014,0.000,
19U,8/28/2014,0.000,
19U,8/29/2014,0.000,
19U,8/30/2014,0.340,
19U,8/31/2014,0.140,
19U,9/1/2014,0.000,
19U,9/2/2014,0.800,
19U,9/3/2014,0.200,
19U,9/4/2014,0.000,
19U,9/5/2014,0.000,
19U,9/6/2014,0.000,
19U,9/7/2014,0.000,
19U,9/8/2014,0.070,
19U,9/9/2014,0.410,
19U,9/10/2014,0.000,
19U,9/11/2014,0.000,
19U,9/12/2014,0.000,
19U,9/13/2014,0.000,
19U,9/14/2014,0.000,
19U,9/15/2014,0.000,
19U,9/16/2014,0.000,
19U,9/17/2014,0.010,
19U,9/18/2014,0.050,
19U,9/19/2014,0.000,
19U,9/20/2014,0.000,
19U,9/21/2014,0.000,
19U,9/22/2014,0.010,
19U,9/23/2014,0.500,
19U,9/24/2014,0.780,
19U,9/25/2014,0.430,
19U,9/26/2014,0.110,
19U,9/27/2014,0.010,
19U,9/28/2014,0.000,
19U,9/29/2014,0.390,
19U,9/30/2014,0.040,
19U,10/1/2014,0.000,
19U,10/2/2014,0.000,
19U,10/3/2014,0.030,
19U,10/4/2014,0.000,
19U,10/5/2014,0.000,
19U,10/6/2014,0.000,
19U,10/7/2014,0.000,
19U,10/8/2014,0.000,
19U,10/9/2014,0.010,
19U,10/10/2014,0.020,
19U,10/11/2014,0.650,
19U,10/12/2014,0.010,
19U,10/13/2014,0.340,
19U,10/14/2014,0.280,
19U,10/15/2014,0.380,
19U,10/16/2014,0.010,
19U,10/17/2014,0.210,
19U,10/18/2014,0.170,
19U,10/19/2014,0.000,
19U,10/20/2014,0.610,
19U,10/21/2014,0.080,
19U,10/22/2014,1.560,
19U,10/23/2014,0.250,
19U,10/24/2014,0.240,
19U,10/25/2014,0.590,
19U,10/26/2014,0.500,
19U,10/27/2014,0.000,
19U,10/28/2014,0.560,
19U,10/29/2014,0.130,
19U,10/30/2014,0.540,
19U,10/31/2014,0.710,
19U,11/1/2014,0.010,
19U,11/2/2014,0.120,
19U,11/3/2014,0.490,
19U,11/4/2014,0.350,
19U,11/5/2014,0.110,
19U,11/6/2014,0.580,
19U,11/7/2014,0.010,
19U,11/8/2014,0.000,
19U,11/9/2014,0.690,
19U,11/10/2014,0.000,
19U,11/11/2014,0.000,
19U,11/12/2014,0.000,
19U,11/13/2014,0.000,
19U,11/14/2014,0.000,
19U,11/15/2014,0.000,
19U,11/16/2014,0.000,
19U,11/17/2014,0.000,
19U,11/18/2014,0.000,
19U,11/19/2014,0.000,
19U,11/20/2014,0.040,
19U,11/21/2014,0.670,
19U,11/22/2014,0.020,
19U,11/23/2014,0.690,
19U,11/24/2014,0.120,
19U,11/25/2014,0.980,
19U,11/26/2014,0.020,
19U,11/27/2014,0.140,
19U,11/28/2014,1.930,
19U,11/29/2014,0.090,
19U,11/30/2014,0.000,
19U,12/1/2014,0.000,
19U,12/2/2014,0.000,
19U,12/3/2014,0.000,
19U,12/4/2014,0.010,
19U,12/5/2014,0.100,
19U,12/6/2014,0.160,
19U,12/7/2014,0.000,
19U,12/8/2014,0.130,
19U,12/9/2014,0.480,
19U,12/10/2014,0.670,
19U,12/11/2014,0.110,
19U,12/12/2014,0.520,
19U,12/13/2014,0.080,
19U,12/14/2014,0.000,
19U,12/15/2014,0.010,
19U,12/16/2014,0.000,
19U,12/17/2014,0.010,
19U,12/18/2014,0.270,
19U,12/19/2014,0.230,
19U,12/20/2014,0.480,
19U,12/21/2014,0.050,
19U,12/22/2014,0.000,
19U,12/23/2014,1.300,
19U,12/24/2014,0.580,
19U,12/25/2014,0.180,
19U,12/26/2014,0.000,
19U,12/27/2014,0.570,
19U,12/28/2014,0.720,
19U,12/29/2014,0.230,
19U,12/30/2014,0.000,
19U,12/31/2014,0.000,
19U,1/1/2015,0.000,
19U,1/2/2015,0.180,
19U,1/3/2015,0.000,
19U,1/4/2015,0.400,
19U,1/5/2015,0.840,
19U,1/6/2015,0.010,
19U,1/7/2015,0.010,
19U,1/8/2015,0.010,
19U,1/9/2015,0.000,
19U,1/10/2015,0.190,
19U,1/11/2015,0.010,
19U,1/12/2015,0.010,
19U,1/13/2015,0.000,
19U,1/14/2015,0.000,
19U,1/15/2015,0.220,
19U,1/16/2015,0.020,
19U,1/17/2015,1.120,
19U,1/18/2015,0.950,
19U,1/19/2015,0.020,
19U,1/20/2015,0.010,
19U,1/21/2015,0.000,
19U,1/22/2015,0.130,
19U,1/23/2015,0.260,
19U,1/24/2015,0.170,
19U,1/25/2015,0.010,
19U,1/26/2015,0.000,
19U,1/27/2015,0.060,
19U,1/28/2015,0.010,
19U,1/29/2015,0.010,
19U,1/30/2015,0.000,
19U,1/31/2015,0.000,
19U,2/1/2015,0.030,
19U,2/2/2015,0.230,
19U,2/3/2015,0.120,
19U,2/4/2015,0.080,
19U,2/5/2015,0.870,
19U,2/6/2015,1.390,
19U,2/7/2015,1.070,
19U,2/8/2015,0.160,
19U,2/9/2015,0.260,
19U,2/10/2015,0.150,
19U,2/11/2015,0.020,
19U,2/12/2015,0.010,
19U,2/13/2015,0.010,
19U,2/14/2015,0.170,
19U,2/15/2015,0.010,
19U,2/16/2015,0.000,
19U,2/17/2015,0.000,
19U,2/18/2015,0.000,
19U,2/19/2015,0.180,
19U,2/20/2015,0.030,
19U,2/21/2015,0.000,
19U,2/22/2015,0.010,
19U,2/23/2015,0.000,
19U,2/24/2015,0.000,
19U,2/25/2015,0.110,
19U,2/26/2015,0.230,
19U,2/27/2015,0.660,
19U,2/28/2015,0.000,
19U,3/1/2015,0.000,
19U,3/2/2015,0.000,
19U,3/3/2015,0.010,
19U,3/4/2015,0.000,
19U,3/5/2015,0.000,
19U,3/6/2015,0.000,
19U,3/7/2015,0.000,
19U,3/8/2015,0.000,
19U,3/9/2015,0.000,
19U,3/10/2015,0.010,
19U,3/11/2015,0.100,
19U,3/12/2015,0.000,
19U,3/13/2015,0.030,
19U,3/14/2015,0.960,
19U,3/15/2015,1.760,
19U,3/16/2015,0.120,
19U,3/17/2015,0.020,
19U,3/18/2015,0.000,
19U,3/19/2015,0.000,
19U,3/20/2015,0.080,
19U,3/21/2015,0.290,
19U,3/22/2015,0.380,
19U,3/23/2015,0.170,
19U,3/24/2015,0.300,
19U,3/25/2015,0.390,
19U,3/26/2015,0.010,
19U,3/27/2015,0.090,
19U,3/28/2015,0.030,
19U,3/29/2015,0.040,
19U,3/30/2015,0.000,
19U,3/31/2015,1.310,
19U,4/1/2015,0.230,
19U,4/2/2015,0.020,
19U,4/3/2015,0.060,
19U,4/4/2015,0.030,
19U,4/5/2015,0.000,
19U,4/6/2015,0.010,
19U,4/7/2015,0.020,
19U,4/8/2015,0.000,
19U,4/9/2015,0.100,
19U,4/10/2015,0.340,
19U,4/11/2015,0.090,
19U,4/12/2015,0.010,
19U,4/13/2015,0.570,
19U,4/14/2015,0.030,
19U,4/15/2015,0.010,
19U,4/16/2015,0.000,
19U,4/17/2015,0.000,
19U,4/18/2015,0.000,
19U,4/19/2015,0.000,
19U,4/20/2015,0.000,
19U,4/21/2015,0.130,
19U,4/22/2015,0.010,
19U,4/23/2015,0.130,
19U,4/24/2015,0.240,
19U,4/25/2015,0.120,
19U,4/26/2015,0.000,
19U,4/27/2015,0.100,
19U,4/28/2015,0.090,
19U,4/29/2015,0.070,
19U,4/30/2015,0.000,
19U,5/1/2015,0.000,
19U,5/2/2015,0.000,
19U,5/3/2015,0.000,
19U,5/4/2015,0.000,
19U,5/5/2015,0.210,
19U,5/6/2015,0.000,
19U,5/7/2015,0.000,
19U,5/8/2015,0.000,
19U,5/9/2015,0.000,
19U,5/10/2015,0.000,
19U,5/11/2015,0.010,
19U,5/12/2015,0.160,
19U,5/13/2015,0.310,
19U,5/14/2015,0.010,
19U,5/15/2015,0.000,
19U,5/16/2015,0.010,
19U,5/17/2015,0.010,
19U,5/18/2015,0.000,
19U,5/19/2015,0.010,
19U,5/20/2015,0.000,
19U,5/21/2015,0.000,
19U,5/22/2015,0.000,
19U,5/23/2015,0.000,
19U,5/24/2015,0.000,
19U,5/25/2015,0.000,E,
19U,5/26/2015,0.000,E,
19U,5/27/2015,0.000,E,
19U,5/28/2015,0.000,E,
19U,5/29/2015,0.000,E,
19U,5/30/2015,0.000,E,
19U,5/31/2015,0.000,E,
19U,6/1/2015,0.210,E,
19U,6/2/2015,0.080,E,
19U,6/3/2015,0.000,E,
19U,6/4/2015,0.000,E,
19U,6/5/2015,0.000,E,
19U,6/6/2015,0.000,E,
19U,6/7/2015,0.000,E,
19U,6/8/2015,0.000,E,
19U,6/9/2015,0.000,E,
19U,6/10/2015,0.000,E,
19U,6/11/2015,0.000,E,
19U,6/12/2015,0.000,E,
19U,6/13/2015,0.000,E,
19U,6/14/2015,0.000,E,
19U,6/15/2015,0.000,E,
19U,6/16/2015,0.000,E,
19U,6/17/2015,0.000,E,
19U,6/18/2015,0.000,E,
19U,6/19/2015,0.040,E,
19U,6/20/2015,0.000,E,
19U,6/21/2015,0.000,E,
19U,6/22/2015,0.000,E,
19U,6/23/2015,0.000,E,
19U,6/24/2015,0.000,E,
19U,6/25/2015,0.000,E,
19U,6/26/2015,0.000,E,
19U,6/27/2015,0.000,E,
19U,6/28/2015,0.000,E,
19U,6/29/2015,0.000,E,
19U,6/30/2015,0.000,E,
19U,7/1/2015,0.000,E,
19U,7/2/2015,0.000,E,
19U,7/3/2015,0.000,E,
19U,7/4/2015,0.000,E,
19U,7/5/2015,0.000,E,
19U,7/6/2015,0.000,E,
19U,7/7/2015,0.000,E,
19U,7/8/2015,0.000,E,
19U,7/9/2015,0.000,E,
19U,7/10/2015,0.000,E,
19U,7/11/2015,0.000,E,
19U,7/12/2015,0.000,E,
19U,7/13/2015,0.000,E,
19U,7/14/2015,0.000,E,
19U,7/15/2015,0.000,E,
19U,7/16/2015,0.000,E,
19U,7/17/2015,0.000,E,
19U,7/18/2015,0.000,E,
19U,7/19/2015,0.000,E,
19U,7/20/2015,0.000,E,
19U,7/21/2015,0.030,E,
19U,7/22/2015,0.000,E,
19U,7/23/2015,0.000,E,
19U,7/24/2015,0.000,E,
19U,7/25/2015,0.160,E,
19U,7/26/2015,0.760,E,
19U,7/27/2015,0.010,E,
19U,7/28/2015,0.000,E,
19U,7/29/2015,0.000,E,
19U,7/30/2015,0.000,E,
19U,7/31/2015,0.000,E,
19U,8/1/2015,0.000,E,
19U,8/2/2015,0.000,E,
19U,8/3/2015,0.000,E,
19U,8/4/2015,0.000,E,
19U,8/5/2015,0.020,E,
19U,8/6/2015,0.020,E,
19U,8/7/2015,0.000,E,
19U,8/8/2015,0.000,E,
19U,8/9/2015,0.000,E,
19U,8/10/2015,0.000,E,
19U,8/11/2015,0.000,E,
19U,8/12/2015,0.000,E,
19U,8/13/2015,0.000,E,
19U,8/14/2015,0.500,E,
19U,8/15/2015,0.000,E,
19U,8/16/2015,0.000,E,
19U,8/17/2015,0.000,E,
19U,8/18/2015,0.200,
19U,8/19/2015,0.000,
19U,8/20/2015,0.000,
19U,8/21/2015,0.000,
19U,8/22/2015,0.000,
19U,8/23/2015,0.000,
19U,8/24/2015,0.000,
19U,8/25/2015,0.000,
19U,8/26/2015,0.000,
19U,8/27/2015,0.000,
19U,8/28/2015,0.000,
19U,8/29/2015,0.720,
19U,8/30/2015,0.880,
19U,8/31/2015,0.030,
19U,9/1/2015,0.270,
19U,9/2/2015,0.080,
19U,9/3/2015,0.140,
19U,9/4/2015,0.010,
19U,9/5/2015,0.240,
19U,9/6/2015,0.210,
19U,9/7/2015,0.010,
19U,9/8/2015,0.000,
19U,9/9/2015,0.000,
19U,9/10/2015,0.000,
19U,9/11/2015,0.000,
19U,9/12/2015,0.000,
19U,9/13/2015,0.050,
19U,9/14/2015,0.000,
19U,9/15/2015,0.000,
19U,9/16/2015,0.050,
19U,9/17/2015,0.300,
19U,9/18/2015,0.000,
19U,9/19/2015,0.000,
19U,9/20/2015,0.180,
19U,9/21/2015,0.010,
19U,9/22/2015,0.000,
19U,9/23/2015,0.000,
19U,9/24/2015,0.000,
19U,9/25/2015,0.300,
19U,9/26/2015,0.000,
19U,9/27/2015,0.000,
19U,9/28/2015,0.000,
19U,9/29/2015,0.000,
19U,9/30/2015,0.000,
19U,10/1/2015,0.000,
19U,10/2/2015,0.030,
19U,10/3/2015,0.050,
19U,10/4/2015,0.000,
19U,10/5/2015,0.000,
19U,10/6/2015,0.000,
19U,10/7/2015,0.580,
19U,10/8/2015,0.010,
19U,10/9/2015,0.020,
19U,10/10/2015,1.140,
19U,10/11/2015,0.010,
19U,10/12/2015,0.020,
19U,10/13/2015,0.120,
19U,10/14/2015,0.000,
19U,10/15/2015,0.000,
19U,10/16/2015,0.010,
19U,10/17/2015,0.050,
19U,10/18/2015,0.100,
19U,10/19/2015,0.130,
19U,10/20/2015,0.000,
19U,10/21/2015,0.040,
19U,10/22/2015,0.000,
19U,10/23/2015,0.000,
19U,10/24/2015,0.000,
19U,10/25/2015,0.310,
19U,10/26/2015,0.050,
19U,10/27/2015,0.000,
19U,10/28/2015,0.100,
19U,10/29/2015,0.090,
19U,10/30/2015,0.560,
19U,10/31/2015,1.470,
19U,11/1/2015,1.100,
19U,11/2/2015,0.120,
19U,11/3/2015,0.030,
19U,11/4/2015,0.010,
19U,11/5/2015,0.070,
19U,11/6/2015,0.000,
19U,11/7/2015,0.360,
19U,11/8/2015,0.260,
19U,11/9/2015,0.500,
19U,11/10/2015,0.020,
19U,11/11/2015,0.580,
19U,11/12/2015,0.080,
19U,11/13/2015,1.790,
19U,11/14/2015,2.040,
19U,11/15/2015,0.610,
19U,11/16/2015,0.160,
19U,11/17/2015,1.230,
19U,11/18/2015,0.010,
19U,11/19/2015,0.080,
19U,11/20/2015,0.000,
19U,11/21/2015,0.000,
19U,11/22/2015,0.000,
19U,11/23/2015,0.120,
19U,11/24/2015,0.140,
19U,11/25/2015,0.010,
19U,11/26/2015,0.000,
19U,11/27/2015,0.010,
19U,11/28/2015,0.000,
19U,11/29/2015,0.000,
19U,11/30/2015,0.000,
19U,12/1/2015,0.190,
19U,12/2/2015,0.040,
19U,12/3/2015,0.530,
19U,12/4/2015,0.090,
19U,12/5/2015,0.680,
19U,12/6/2015,0.800,
19U,12/7/2015,0.980,
19U,12/8/2015,2.350,
19U,12/9/2015,0.840,
19U,12/10/2015,0.310,
19U,12/11/2015,0.030,
19U,12/12/2015,0.430,
19U,12/13/2015,0.270,
19U,12/14/2015,0.230,
19U,12/15/2015,0.010,
19U,12/16/2015,0.090,
19U,12/17/2015,0.570,
19U,12/18/2015,0.480,
19U,12/19/2015,0.150,
19U,12/20/2015,0.200,
19U,12/21/2015,1.100,
19U,12/22/2015,0.330,
19U,12/23/2015,0.320,
19U,12/24/2015,0.440,
19U,12/25/2015,0.060,
19U,12/26/2015,0.010,
19U,12/27/2015,0.250,
19U,12/28/2015,0.060,
19U,12/29/2015,0.000,
19U,12/30/2015,0.010,
19U,12/31/2015,0.000,
19U,1/1/2016,0.000,
19U,1/2/2016,0.000,
19U,1/3/2016,0.000,
19U,1/4/2016,0.410,
19U,1/5/2016,0.040,
19U,1/6/2016,0.000,
19U,1/7/2016,0.000,
19U,1/8/2016,0.000,
19U,1/9/2016,0.000,
19U,1/10/2016,0.000,
19U,1/11/2016,0.120,
19U,1/12/2016,0.250,
19U,1/13/2016,0.580,
19U,1/14/2016,0.010,
19U,1/15/2016,0.040,
19U,1/16/2016,0.360,
19U,1/17/2016,0.200,
19U,1/18/2016,0.040,
19U,1/19/2016,0.290,
19U,1/20/2016,0.120,
19U,1/21/2016,0.540,
19U,1/22/2016,0.380,
19U,1/23/2016,0.650,
19U,1/24/2016,0.070,
19U,1/25/2016,0.000,
19U,1/26/2016,0.270,
19U,1/27/2016,0.200,
19U,1/28/2016,0.860,
19U,1/29/2016,0.140,
19U,1/30/2016,0.040,
19U,1/31/2016,0.000,
19U,2/1/2016,0.100,
19U,2/2/2016,0.000,
19U,2/3/2016,0.300,
19U,2/4/2016,0.200,
19U,2/5/2016,0.340,
19U,2/6/2016,0.000,
19U,2/7/2016,0.000,
19U,2/8/2016,0.000,
19U,2/9/2016,0.000,
19U,2/10/2016,0.070,
19U,2/11/2016,0.190,
19U,2/12/2016,0.770,
19U,2/13/2016,0.320,
19U,2/14/2016,0.280,
19U,2/15/2016,0.460,
19U,2/16/2016,0.120,
19U,2/17/2016,0.430,
19U,2/18/2016,0.080,
19U,2/19/2016,0.570,
19U,2/20/2016,0.120,
19U,2/21/2016,0.070,
19U,2/22/2016,0.250,
19U,2/23/2016,0.000,
19U,2/24/2016,0.000,
19U,2/25/2016,0.000,
19U,2/26/2016,0.210,
19U,2/27/2016,0.360,
19U,2/28/2016,0.970,
19U,2/29/2016,0.060,
19U,3/1/2016,1.400,
19U,3/2/2016,0.560,
19U,3/3/2016,0.340,
19U,3/4/2016,0.050,
19U,3/5/2016,0.220,
19U,3/6/2016,0.430,
19U,3/7/2016,0.560,
19U,3/8/2016,0.000,
19U,3/9/2016,0.760,
19U,3/10/2016,0.450,
19U,3/11/2016,0.130,
19U,3/12/2016,0.190,
19U,3/13/2016,0.310,
19U,3/14/2016,0.360,
19U,3/15/2016,0.040,
19U,3/16/2016,0.060,
19U,3/17/2016,0.000,
19U,3/18/2016,0.000,
19U,3/19/2016,0.000,
19U,3/20/2016,0.120,
19U,3/21/2016,0.360,
19U,3/22/2016,0.010,
19U,3/23/2016,0.260,
19U,3/24/2016,0.030,
19U,3/25/2016,0.040,
19U,3/26/2016,0.050,
19U,3/27/2016,1.150,
19U,3/28/2016,0.040,
19U,3/29/2016,0.010,
19U,3/30/2016,0.000,
19U,3/31/2016,0.000,
19U,4/1/2016,0.000,
19U,4/2/2016,0.000,
19U,4/3/2016,0.080,
19U,4/4/2016,0.090,
19U,4/5/2016,0.000,
19U,4/6/2016,0.000,
19U,4/7/2016,0.000,
19U,4/8/2016,0.000,
19U,4/9/2016,0.000,
19U,4/10/2016,0.000,
19U,4/11/2016,0.000,
19U,4/12/2016,0.350,
19U,4/13/2016,0.000,
19U,4/14/2016,0.080,
19U,4/15/2016,0.000,
19U,4/16/2016,0.000,
19U,4/17/2016,0.000,
19U,4/18/2016,0.000,
19U,4/19/2016,0.000,
19U,4/20/2016,0.000,
19U,4/21/2016,0.000,
19U,4/22/2016,0.020,
19U,4/23/2016,0.020,
19U,4/24/2016,0.220,
19U,4/25/2016,0.200,
19U,4/26/2016,0.000,
19U,4/27/2016,0.000,
19U,4/28/2016,0.000,
19U,4/29/2016,0.070,
19U,4/30/2016,0.000,
19U,5/1/2016,0.000,
19U,5/2/2016,0.000,
19U,5/3/2016,0.000,
19U,5/4/2016,0.000,
19U,5/5/2016,0.000,
19U,5/6/2016,0.000,P,
19U,5/7/2016,0.000,P,
19U,5/8/2016,0.100,P,
19U,5/9/2016,0.020,P,
19U,5/10/2016,0.000,P,
19U,5/11/2016,0.000,P,
19U,5/12/2016,0.000,P,
